Animal type,Country,Weight kg,Body Length cm,Gender,Animal code,Latitude,Longitude,Animal name,Observation date,Data compiled by
Unknown,Unknown,0.35,21,Unknown,Unknown,49.0576785,18.849445,Unknown,03-06-2024,James Johnson
hedgehog,Slovakia,0.7,14,Female,Unknown,48.237762,17.067101,Unknown,03-06-2024,John Johnson
hedgehog,Slovakia,0.7,17,Female,Unknown,48.238517,17.090268,Unknown,03-06-2024,John Johnson
hedgehog,Slovakia,0.7,24,Male,Unknown,48.232384,17.067453,Unknown,05-06-2024,John Johnson
red squirrel,Czech Republic,0.324,19,Male,Unknown,50.881376,14.367503,Unknown,06-06-2024,John Johnson
red squirrel,Czech Republic,0.324,19,Female,Unknown,50.883325,14.372463,Unknown,06-06-2024,John Johnson
lynx,Slovakia,19,84,Female,Unknown,48.408917,18.862915,Unknown,07-06-2024,John Johnson
red squirrel,Czech Republic,0.291,21,Female,Unknown,50.881428,14.366689,Unknown,08-06-2024,John Johnson
red squirrel,Czech Republic,0.258,20,Male,Unknown,50.882642,14.372818,Unknown,08-06-2024,John Johnson
red squirrel,Czech Republic,0.333,23,Male,Unknown,50.883849,14.367353,Unknown,10-06-2024,John Johnson
red squirrel,Czech Republic,0.278,18,Female,Unknown,50.884288,14.372837,Unknown,11-06-2024,John Johnson
lynx,Slovakia,23,95,Male,Unknown,48.411736,18.874597,Unknown,19-06-2024,John Johnson
lynx,Slovakia,11,52,Female,Unknown,48.41179,18.87165,Unknown,19-06-2024,John Johnson
lynx,Czech Republic,25,97,Female,Unknown,50.881003,14.369286,Unknown,30-06-2024,John Johnson
lynx,Slovakia,15,65,Female,Unknown,48.406339,18.841071,Unknown,03-07-2024,James Johnson
lynx,Slovakia,18,85,Male,Unknown,48.411729,18.835591,Unknown,03-07-2024,James Johnson
red squirrel,Slovakia,0.297,20,Unknown,Unknown,49.054132,22.411066,Unknown,03-07-2024,James Johnson
red squirrel,Slovakia,0.273,23,Female,Unknown,49.055962,22.425527,Unknown,03-07-2024,James Johnson
red squirrel,Slovakia,0.254,19,Male,Unknown,49.055646,22.412458,Unknown,03-07-2024,James Johnson
red squirrel,Slovakia,0.305,20,Female,Unknown,49.05291,22.420861,Unknown,03-07-2024,James Johnson
red squirrel,Slovakia,0.327,19,Female,Unknown,49.055547,22.411172,Unknown,03-07-2024,James Johnson
red squirrel,Slovakia,0.305,20,Male,Unknown,49.054647,22.410445,Unknown,03-07-2024,James Johnson
Unknown,Unknown,0.35,21,Unknown,Unknown,49.0576785,18.849445,Unknown,03-07-2024,James Johnson
hedgehog,Slovakia,1,17,Male,Unknown,48.226063,17.078596,Unknown,05-07-2024,James Johnson
hedgehog,Slovakia,0.6,16,Female,Unknown,48.238067,17.090891,Unknown,05-07-2024,James Johnson
hedgehog,Slovakia,1.1,20,Female,Unknown,48.23954,17.066719,Unknown,05-07-2024,James Johnson
red squirrel,Slovakia,0.327,23,Male,Unknown,49.057284,22.423861,Unknown,03-08-2024,James Johnson
red squirrel,Slovakia,0.319,22,Female,Unknown,49.054751,22.41916,Unknown,03-08-2024,James Johnson
red squirrel,Slovakia,0.303,20,Male,Unknown,49.05593,22.424085,Unknown,03-08-2024,James Johnson
Unknown,Unknown,0.35,21,Unknown,Unknown,49.0576785,18.849445,Unknown,03-08-2024,James Johnson
lynx,Slovakia,12,61,Male,Unknown,48.413928,18.835281,Unknown,03-09-2024,James Johnson
red squirrel,Slovakia,0.309,20,Female,Unknown,49.057758,22.415169,Unknown,03-09-2024,James Johnson
red squirrel,Slovakia,0.332,19,Male,Unknown,48.185695,17.090742,Unknown,03-09-2024,James Johnson
red squirrel,Slovakia,0.331,18,Female,Unknown,48.18604,17.091147,Unknown,03-11-2024,James Johnson
Unknown,Unknown,0.35,21,Unknown,Unknown,49.0576785,18.849445,Unknown,01-03-2024,James Johnson
hedgehog,Hungary,0.35,21,Male,Unknown,47.509755,18.949465,Unknown,01-03-2024,Anne Anthony
hedgehog,Hungary,0.9,16,Female,Unknown,47.507053,18.943306,Unknown,01-03-2024,Anne Anthony
red squirrel,Poland,0.281,21,Male,Unknown,52.211985,21.032869,Unknown,01-03-2024,Anne Anthony
hedgehog,Slovakia,0.6,19,Female,Unknown,48.184621,17.089464,Unknown,01-03-2024,John Johnson
lynx,Slovakia,27,96,Male,Unknown,48.406669,18.871602,Unknown,01-03-2024,John Johnson
lynx,Poland,13,63,Female,Unknown,52.846379,23.90499,Unknown,01-03-2024,Anne Anthony
lynx,Poland,20,87,Female,Unknown,52.852069,23.90087,Unknown,01-03-2024,Anne Anthony
red squirrel,Poland,0.282,22,Female,Unknown,52.212911,21.034175,Unknown,01-03-2024,Anne Anthony
red squirrel,Germany,0.305,21,Female,Unknown,48.162609,11.494157,Unknown,01-03-2024,Bob Bobson
European bison,Czech Republic,727,210,Male,Unknown,50.643056,14.843037,Unknown,01-03-2024,John Johnson
lynx,Slovakia,25,107,Female,Unknown,48.408475,18.872535,Unknown,01-03-2024,John Johnson
hedgehog,Hungary,1.2,26,Male,Unknown,47.509103,18.948171,Unknown,01-03-2024,Anne Anthony
hedgehog,Slovakia,1.1,22,Male,Unknown,48.183927,17.090716,Unknown,01-03-2024,John Johnson
red squirrel,Poland,0.317,19,Female,Unknown,52.21231,21.033586,Zuzia,01-03-2024,Anne Anthony
hedgehog,Hungary,0.7,26,Male,Unknown,47.510697,18.948588,Unknown,01-03-2024,Anne Anthony
hedgehog,Hungary,1.1,21,Female,Unknown,47.505903,18.948538,Unknown,01-03-2024,Anne Anthony
lynx,Poland,24,89,Female,Unknown,52.847483,23.906057,Unknown,01-03-2024,Anne Anthony
hedgehog,Germany,0.6,23,Female,Unknown,49.56122,11.082195,Unknown,01-03-2024,Bob Bobson
hedgehog,Germany,0.7,21,Female,Unknown,49.559523,11.103684,Unknown,01-03-2024,Bob Bobson
hedgehog,Germany,0.6,23,Male,Unknown,49.547725,11.082734,Unknown,01-03-2024,Bob Bobson
hedgehog,Slovakia,1,21,Male,Unknown,48.185893,17.08942,Unknown,01-03-2024,John Johnson
hedgehog,Slovakia,0.4,16,Male,Unknown,48.187845,17.086572,Unknown,01-03-2024,John Johnson
hedgehog,Slovakia,0.7,19,Female,Unknown,48.184278,17.086878,Unknown,01-03-2024,John Johnson
red squirrel,Poland,0.301,22,Male,Unknown,52.21276,21.034189,Unknown,01-03-2024,Anne Anthony
red squirrel,Poland,0.343,22,Male,Unknown,52.212497,21.033515,Unknown,01-03-2024,Anne Anthony
red squirrel,Poland,0.307,20,Female,Unknown,52.212144,21.033534,Unknown,01-03-2024,Anne Anthony
hedgehog,Slovakia,0.8,21,Male,Unknown,48.187468,17.088827,Unknown,01-03-2024,John Johnson
hedgehog,Hungary,0.9,23,Male,Unknown,47.510055,18.944356,Unknown,01-03-2024,Anne Anthony
red squirrel,Poland,0.346,20,Female,Unknown,52.212001,21.033187,Lola,01-03-2024,Anne Anthony
hedgehog,Germany,1,23,Female,Unknown,49.561356,11.105334,Unknown,01-03-2024,Bob Bobson
hedgehog,Germany,0.5,17,Female,Unknown,49.561569,11.087046,Unknown,01-03-2024,Bob Bobson
hedgehog,Hungary,0.9,16,Female,Unknown,47.50986,18.939943,Unknown,01-03-2024,Anne Anthony
